id,text,Class
7226,"@UmarMal Alle de andre er fattige, ligesom alle muslimske lande, der ikke har et hav af olie.",racism
7229,#ILoveObama for bevidst at genfortælle myten om lønforskelle &amp; #1in5 myten plus at give alle mænd skylden for voldtægt via #ItsOnUs alt sammen for at støtte Hillary 2016.,sexism
7230,"""Radikal""? lol nej @David_i_think Kald mig sexist. Men en pige der spiller bf4? Lol nej",sexism
7231,"Du burde spærres inde, din sociopat. @ninjaphi For at bevise, at jeg ikke er sexistisk, vil jeg slå en kvinde i ansigtet.",sexism
7234,"RT @Lex_Naija: Og kald mig ikke sexistisk for det sidste tweet. Hvis kvinder vil have lige meget ros for succes, skal de tage lige meget skylden for fiaskoer....",sexism
7235,@Pyrrha108 Jeg er enig.  Han er ligesom profeten Muhammed.,racism
7236,@semzyxx @NAInfidels @owais00 Muslimer forsøger altid at undskylde islams barbari ved at skifte emne.,racism
7239,"Hehehehe Lloyds nosser var tørre, det har han sikkert hørt før #mkr",sexism
7241,"RT @staceyrenee78: Åh Kat, du gør noget nyt hver aften for at få dig selv til at ligne en endnu mere hadefuld nar! #mkr #karmaisabitch",sexism
7245,RT @SxFlint93: Du må have noget bedre at lave end at slå op på sexistiske tw...,sexism
7249,@IAmThe1Teacher @IronmanL1 @stevecorrales80 Det er fuldstændig tåbeligt at tolerere islams intolerance.,racism
7259,"@buellerishere @KellyTurner99 Så nu indrømmer du, at Koranen helliger seksuelt slaveri og forsøger at skifte emne.",racism
7263,"Fruen elsker #MKR, hvis jeg skal se fem minutter mere af disse opblæste, idiotiske, 2 bit ludere, så nakker jeg mig selv. #goingtobed",sexism
7264,RT @randomfox: #ManSpreading #FeminismIsAwful #WomenAgainstFeminism http://t.co/fuQj7C0Wbt,sexism
7267,"RT @pmb527: #GamerGate Madden er tydeligvis en sexistisk videospilserie, der nægter at tilføje kvindelige figurer. #TweetLikeAFeminist",sexism
7268,"RT @Spainballin44 @B_Diddy010 Jeg er ikke sexistisk, men jeg tror bare ikke på at kvinder skal være præsident",sexism
7270,"@NotChrisSmith Ingen antager noget.  De har seertal, klik-tal osv.",sexism
7281,@comattwow @ChubsSays ...Jeg angriber feministers karakter.  Ingen andres.,sexism
7282,@semzyxx @NAInfidels @owais00 Hadithen er en rigtig kælling.  Jeg inviterer enhver til at slå dem op hvor som helst og bevise at du er løgneren.,sexism
7284,"RT @WalidShoebat: Muslim BIGOT eftersøgt af INTERPOL og beskyttet af USA's allieret ønsker FN at kriminalisere kritik af islam internationalt
htt....",racism
7287,"RT @AnikaRoseAus: De siger, at de bekymrer sig om mænds rettigheder, men når de taler til grupper, der repræsenterer dem - blokerer de os. Ser ud til at de nyder...",sexism
7288,"@semzyxx Godkender du, at din profet voldtager børn?",racism
7289,"Awww, velsignet være de, de tror stadig, at de var lækre...#MKR",sexism
7292,"Hvis ISIS ikke har noget at gøre med #Islam, hvorfor tiltrækker den så ikke jøder, himdus, buddhister, taoister, ateister og kristne? Hvorfor kun muslimer?",racism
7296,Hvordan kan det rådne æg Kat ikke være i sudden death?! #MKR,sexism
7299,"@ummayman90 Den eneste grund til, at det samlede antal stiger, er, at muslimer formerer sig som rotter, ligesom deres profet sagde, at de skulle gøre. #Islam",racism
7303,@NatalieTudor Jeg ser aldrig disse ting...spørger de mænd om noget?,sexism
7306,Kat virker på mig som en meget frastødende person... #MKR,sexism
7307,"RT @NoahRough Jeg sværger, at jeg ikke er sexistisk, men omkring 90% af pigerne er forfærdelige til videospil. Måske er det bare min søster selv.",sexism
7314,"@ummayman90 Kun en idiot ville tro, at Gud ønsker at blive frygtet. Muslimer kan ikke tænke ud over en jordisk tyrans karakteristika.",racism
7321,"Virkelig kælling, virkelig? Kom op på landingsbanen og tilbage i køkkenet #MKR2015 #MKR",sexism
7324,"@amberhasalamb Kan du kommentere på Ford, der gør netop det, hun klager over...? http://t.co/gBvOjnmbcV",sexism
7330,Ansigtet af meget grimme promo piger ! Faces like cats arsehole #mkr excited to see them@go down tonight...bogstaveligt talt http://t.co/HgoJrfoIeO,sexism
7335,"RT @MisfitInChains @venereveritas13 @venereveritas13 Jeg er absolut ikke sexistisk, men... Thor er en fyr.",sexism
7342,"@aymannathem Hvad er der galt med det, når man tænker på, hvordan sunniaraberne har udryddet alle andre i 1400 år.",racism
7350,"RT @enoyong1: Kvindelig præsident? Jeg er ikke sexistisk, men dette land ...... Ill bare reservere min kommentar",sexism
7353,RT @BigBoi: RT .@Pundit_AcadEMIC: #pleasedontshoot #handsup #MikeBrown #Ferguson #peace #janellemonae http://t.co/4Tp0AO6p8z,sexism
7356,"@truaemusic Den store venstreorienterede løgn er, at det kun er en håndfuld ekstremister. http://t.co/kU63X9E4eQ",racism
7373,"RT @JMontgomery94: Jeg er ikke sexistisk, men jeg har set 5 stykker af den mest forfærdelige kørsel her til morgen i denne garage, og hver gang har det været en w...",sexism
7374,"@AAlwuhaib1977 Ja, muslimske fanatikere myrder kristne over hele Afrika og har gjort det i årtier.",racism
7377,@dankmtl @PeaceNotHate_ Islams religion er bygget på apartheid og etnisk udrensning.,racism
7378,"@StrangerOnFire @onzelfzuchtig @Raqqa_Sl Indtil vi for alvor bekæmper krigen mod islam, vil vi aldrig vide, hvor den fører os hen.",racism
7380,"RT @Mr2Wrong: @EskimoTori Jeg er ikke sexistisk, men jeg er enig i kønsroller. Jeg har en pik. U don't. Køn er ikke det samme.",sexism
7381,"RT @childishxbreezy: LOOOL what goes around comes around, Kat burde bare holde kæft #MKR",sexism
7383,@Saudi_Castro @donttreadonme65 @zaki_safar Den beskidte islam skabte dem og finansierer dem.,racism
7384,"@pully_tm Hvad med at lade kvinderne bestemme, hvor feminismen skal hen, skal vi?",sexism
7388,Racistiske sorte har skudt to politibetjente og en 5-årig i #Ferguson.,racism
7391,"@LUVSHINECAFE @bradybaggett Når religionskrig, jihad, er en hjørnesten i religionen, er der ingen mulighed for reform.",racism
7393,Og det hemmelige twist. Kat og Andre bliver elimineret for at være kællinger!!!! #MKR,sexism
7401,"@amberhasalamb Kan du forklare, hvorfor dette er forkert? http://t.co/pTkwk45P9P",sexism
7402,"Nej, DU er bare klam, røvhul. @Cashyeww Piger har ikke lov til at deltage i No shave November... Jeg er ikke sexistisk, du er bare klam",sexism
7405,"@harmlesstree2 Hvis muslimerne ikke var blevet besejret af Karl Martel, ville civilisationen være et årtusind mindre avanceret.",racism
7409,"RT @ToroLocoNC: ""@zainiboy915: Don't become a slave of political correctness. http://t.co/LZdYcS6s1o"" don't fall for islam / sharia.... @is...",racism
7417,"RT @Shermertron: @MT8_9 Det mest de gør er at sige ""Can't believe so many dudebros are protesting #malesuicide.""",sexism
7430,"Sikke en fængslende lille lektion i at gå på catwalken. Tak, mine damer #MKR",sexism
7434,"RT @temiokomi: Kald mig sexist. Mærk mig ""gammeldags"". Der er ikke noget mere trist syn i verden end en fuld kvinde. Saddens the hell outta me...",sexism
7438,Kat er et absolut ulækkert menneske. #mkr,sexism
7445,"RT @RCrowster: Jeg er ikke sexistisk, men kvinder på det seneste er bare dumbing down. Fokuser venligst på din hjerne og din sjæl end du gør på din krop ....",sexism
7448,"@Kaya786 @fai3an_H Islam er ikke en race, mikrohjerne, det er en dødskult.",racism
7452,"Du burde blive ydmyget, Kat! Du er forfærdelig!!!! #MKR",sexism
7454,Jeg har bare lyst til at slå Kat's kæphøje ansigt ud #mkr,sexism
7455,"#Kat er et bevis på, at størstedelen af #MKR-producenterne må være fra WA. Hun er et virkelig forfærdeligt menneske ... dog ikke så slemt som #Thopia!",sexism
7456,"@Salon @TheMuslimGuy Er der nogen chance for, at Salon forstår, hvad de fleste muslimer mener om nogle meget primitive idéer? Nej. http://t.co/XyFCs9RZd7",racism
7461,"RT @Mini_Khoza: @Masterbatker Jeg er ikke sexistisk, men fuck den dame. Hun er forfærdelig.",sexism
7464,"RT @rinakays: Ikke underligt, at Kat ikke kan beholde et job. Shes ikke god til noget som helst. #mkr",sexism
7465,@eldefinido Fuck Koranen. http://t.co/NUhtaDkFwz,racism
7471,@BadeOzcelik Hvor finder Oktar alle jer bimbos til at gentage hans dumheder i en uendelighed.,sexism
7480,"Dig i den røde kjole... . Nej, bare nej! Og du i den lyserøde si ikke meget bedre. #MKR",sexism
7481,"RT @TwoThug4U: Feminisme er et respektabelt ideal. At være overfølsom, og søge efter problemer er ikke @YesYoureSexist",sexism
7491,"RT @Kal1699: @MT8_9 Jeg kan ikke favorit nok! Hvilke reproduktive rettigheder har mænd? Ingen! ""Hold dig i bukserne!"" ""Det kræver to at tango!"" ""Mænd...",sexism
7497,"@tti1947 @MaxBlumenthal Og i Koranen står der, at muslimerne skal stjæle og besætte hele verden.",racism
7499,"@biebervalue @greenlinerzjm Pis og papir. Muhammed ledede 17 store militære ekspeditioner, ejede 28 slaver, havde 9 koner - den ene seks år gammel.",racism
7501,"RT @fee_bee_63: Kat - du er heller ikke en morgen, frokost og aften person. Jeg er ikke sikker på, at du er et menneske. #mkr",sexism
7503,"@_sara22_ @Number10gov Muslimske terrorister henretter mennesker dagligt. Men når der sker sjældent svar på denne provokation, lader de som om de er ofre",racism
7505,"@shelbylynne74 @MechaSauce Du sagde lige, at mænd ikke har brug for ligestilling.",sexism
7506,".@TigerClaud @DasJef @Pattypickles kaldte MRA's uærlige, og brugte derefter en ubehandlet psykisk patient til at smøre hele MRM ud. http://t.co/8cY7h9Cdyu",sexism
7511,"Kat er et af de sjældne stykker affald, der bliver endnu grimmere, når hun smiler #MKR",sexism
7515,@discerningmumin Islam er den mest folkemorderiske religion på planeten.  Menneskeheden må udrydde islam eller blive udryddet af islam.,racism
7518,RT @colonelkickhead: Menuerne ser ud som om de er lavet af en 5-årig lille pige...i dette tilfælde bare den mentale alder af en 5-årig pige...,sexism
7519,"@who_the_fa @MaxBlumenthal Forskellen er, at han kun sagde det. Muslimerne gør det.",racism
7521,RT @WendyMcElroy1: Cathy Young's @CathyYoung63 artikel om Columbia U. voldtægtsanklagen og madrasbæring er fantastisk. Must read. http:....,sexism
7528,RT @swagd0ctor: @VileIslam @TRobinsonNewEra @OZzzSue @BBCNews Turks won't bomb isis because isis kill Christians http://t.co/HotvEOhXtz,racism
7529,"@AKasap07 Mullah Oktar er en antividenskabelig, kurdisk hadende islamolunatiker.",racism
7530,"RT @IronmanL1: @VileIslam @SumbelinaZ @TIB2016 @Hatewatch Eller sort og følg islam , http://t.co/HqPlAzokKa",racism
7531,"Katie &amp; Nikkis næste job bliver at spille ""folk, der ødelægger simple opgaver"" i reklamefilm #MKR",sexism
7532,".@abnormalcybias @manishlimbu532 Tja, det, der adskilte det, var, at de kendte antallet af voldtægtsklager, som trak sig tilbage. De fleste tæller kun...",sexism
7533,"RT @p4ndiamond: i love equal rights, fuck men , i love men , men are rapists , not all men i care about MGM , LOL HIS DICK GOT CUT OFF #Twee....",sexism
7539,"Bruger vi det til at formidle vores menneskelighed? CHICKS MAN @lonelybanana9 Kald mig ikke sexistisk, for vi ved alle, hvordan I piger er med Twitter.",sexism
7540,"RT @Te4m_NiGhtM4Re: Tilsyneladende er jeg sexistisk. Tid til at få min gf til at sige sit job op, så hun kan gøre rent &amp; lave mad. For ikke at nævne at bruge hende som kød 4 sex ri....",sexism
7545,"RT @Jack_smiff1 Kald mig sexistisk, men jeg hader de fleste kvinder på sportscenter. Alt er bare virker så scriptet af dem.",sexism
7547,"#MKR bliver blondinerne ved med at udtale ""pornomodeller"" forkert ? Faktisk er det hårdt, undskyld til alle damer i pornobizinet !",sexism
7557,"RT @dsyndergaard: Israeler spyttet på, slået af muslimer, der synger antisemitiske sange i Berlin http://t.co/ursJ1GdnuK",racism
7558,"@shaner38 @scarmichael18 Jeg kender INGEN steder, hvor enlige mænd kan være i USA.  Nogle stater spærrer ALLE enlige forældre.  Nogle kun mænd.",sexism
7560,RT @lotteelou: @Aisha_Jade Jeg føler @gemma6foot6's 'du er så dyb som et soppebassin' kommentar er helt sikkert passende for disse 2! #MKR,sexism
7562,"Hold jer til jeres daglige arbejde, piger #MKR",sexism
7567,"@discerningmumin Ved at praktisere islam brækker du dig på alle jøder, kristne og ikke-troende. Tjek Umars kodeks. http://t.co/ArxeP7L88p",racism
7569,"Vi går alle ud fra, at samfundene vil udvikle sig. Men #Islam tvinger samfundene til at gå tilbage. Afghanistan 1950 og nu. http://t.co/DnHuQ2pbuX",racism
7571,RT @ThinkAgain_DOS: Syrien: Raqqa læger hævder #ISISIS krigere seksuelt brutalisere kvinder; mange rapporteres at være bange for voldtægt http://t.co/pZu2UAw...,racism
7575,@EqualityMen Motivet gør ikke resultatet mindre.,sexism
7576,"@KyleWOrton De fleste af de kristne, der var en del af palæstinenserne, er blevet dræbt eller fordrevet af palæstinensiske muslimer.",racism
7578,"@LifeInKhilafah Profeten Muhammed var analfabet, overtroisk og kendte ikke til andet end krig, tyveri og slavehandel.",racism
7581,"Velkommen til min liste over ""dumme følelsesmæssigt forkrøblede børn, der har brug for at stikke fingrene i ørerne, fordi livet er hårdt"". http://t.co/Gb3n2XYwPg",sexism
7582,"RT @RavenHUWolf: Blodtørstige muslimer strømmer til ISIS' teater, der viser jihadistiske grusomheder, som de nyder at se.
http://t.co/c96V6MwGnz http:/....",racism
7591,"Du har et problem. @bradwall3 Kald mig sexistisk, men jeg kan bare ikke nyde en kamp lige så meget med en kvindelig speaker som speaker.",sexism
7606,".@Wavinator @CHOBITCOIN Jeg elsker HTs som denne...Jeg drejer bare galleriet på min tablet som Price Is Right-hjulet og bruger det, der kommer frem.",sexism
7610,@98Halima @johnnygjokaj @BilalIGhumman @cdnKhadija @rfrankh53 Flertallet af muslimer er sexister og fanatikere. http://t.co/xjd8w98ITE,racism
7618,"RT @rking425369: Jeg er ikke sexistisk, men en pige bør vide, hvordan man laver mad! hvis jeg også kan det, så bør hun også gøre det, bare for at sige det",sexism
7629,"@NotChrisSmith @dontdofacebook @helsybobsmith @MarkusLenz15 Nævn navne...måske er de mindre sammenlignelige, end du tror.",sexism
7631,"@BabaKristian @MuftahOrg Lol. Du tror, der er ingen problemer for folk, der ikke følger hovedstrømmen i muslimsk c. http://t.co/yZdJhnFQen",racism
7635,.@trishesdishes Kan man blive tvunget til at påtage sig forældreforpligtelser på lovlig vis?  Kan dine kønsorganer skæres af ved fødslen?  Har din ret til at stemme en *?,sexism
7642,"@Bruciebabe @MaxBlumenthal Kopter bliver angrebet, myrdet, voldtaget og tvunget til at konvertere i Egypten. Tyrkiet plejede at være næsten udelukkende kristent.",racism
7650,"RT @ryanklang: @Norse_Gamer @MT8_9 @ActionFlickDoc Hey look, me too! http://t.co/N99JpaNtsq",sexism
7652,"Når jeg tænker på citrontærte, tænker jeg på syrlig citron. Ja, Colin, jeg kan se, hvad du har gjort. #MKR",sexism
7654,@SamihNewsam @MaxBlumenthal Både de muslimske mænd og deres religiøse tekster misbruger kvinder. http://t.co/KFlYgPtbQB,racism
7660,@BYRONFBERRY Godt. Tid til at konfrontere sekten af had og mord #Islam,racism
7661,"@RealLifeYamcha: @YesYoureSexist Mind mig om, hvornår jeg sagde, at fiktion = virkelighed? Har du ikke en feministisk tumblr-konto til at skælde ud på?",sexism
7665,Desværre var din pølse lidt for kort... #mkr,sexism
7666,"Kvinder skal holde op med at blive kaldt ""piger"", lort. @HussMiawad Piger har brug for tryghed, ikke rigtige mænd. Jeg er ikke sexistisk bare praktisk og observant",sexism
7671,"RT @grexican: @YesYoureSexist Forresten, din fornærmelse, rettet mod en mand, om en lidet flatterende hat, der overvejende bæres af mænd, betød at ins...",sexism
7675,RT @uberfeminist: Emotional Terrorism https://t.co/OnrVC8tOXv #TwitterFeminisme,sexism
7677,"@cdnKhadija @johnnygjokaj @98Halima @BilalIGhumman @rfrankh53 Fortæl mig noget, som ISIS gør, som Muhammed ikke gjorde.",racism
7680,"RT @Superjutah: @MT8_9 Slim Thug fik sine bankkonti indefrosset i et år for et barn, som ikke er hans! https://t.co/y4c7bQVttI",sexism
7682,"RT @ben_thomas93 Kald mig sexistisk, men jeg synes virkelig ikke, at kvindelige komikere er sjove overhovedet",sexism
7684,"RT @sunshineJafiwi: Dengang var det mændene, der bestemte, og kvinderne var forpligtede over for dem. I dag er kvinder lige så ligeværdige og endda bedre. Ikke sex...",sexism
7685,"Fortæl mig mere @Heartlle jeg synes ikke, at piger skal lave no shave november",sexism
7688,"Uanset hvilket produkt disse promo-piger promoverer, vil jeg ikke have det. #killerblondes #MKR",sexism
7693,"@sweden Faktisk har mange muslimske lande de samme afskyelige love som Daesh. Det viser, at sexslaver er godkendt i KSA. http://t.co/rlwz0BqUBs",racism
7697,@depressedfuck1 @CompoundMixture @CruisingBye Jeg har læst Koranen. Det er et hadefuldt stykke skidt. http://t.co/4j6z8JnH5j,racism
7699,@obsurfer84 De bød islam velkommen med et sværd for deres strube. Der var intet venligt ved islam. Det var en religion designet til bøller.,racism
7703,"RT @HazzMurphy: Det er som om jeg ikke er racist, men jeg finder racistiske vittigheder sjove. Jeg er ikke sexistisk, men jeg finder kønsstereotyper sjove. IMO ikke noget, der ...",sexism
7706,"LOL OMG @Vino_Steph Kald mig sexistisk, men jeg respekterer ikke noget som helst, som en pige har at sige om fodbold eller sport i sig selv lol",sexism
7708,"@watan71969 @geeky_zekey Problemet med modbydelige muslimer er, at de forsøger at rationalisere &amp; undskylde islams forbrydelser i stedet for at slippe af med dem.",racism
7722,"@AdnanSadiq01 Jeg tror, at din ged kalder på dig. Hun er liderlig.",racism
7725,"@TheInfoIslam Åh, godt. Det får dem ud af bag de civile, så Peshmerga kan dræbe dem.",racism
7727,Ikke dumme blondiner....mmm....måske bare vrangforestillinger om at være passende? #MKR,sexism
7728,"@ibnHlophe @eeviewonders @CTFleaMarkets Faktisk er det islam, der skal tilintetgøres for sine forbrydelser mod menneskeheden.",racism
7731,"@KhaledHamaki Det er en af de løgnagtige propagandaer, som muslimer forsøger at narre vesterlændinge med.  Her er historien. http://t.co/US4H4dOaEe",racism
7736,"RT @AsheSchow: Hvis det at være for en retfærdig proces gør dig for voldtægt, gør det at være imod dødsstraf dig for mord? http://t.co/nR7E8hvBe3",sexism
7741,"@niall_cullen @Damhan97 @AC360 Hvordan kan de være sunde, når 1/3 af dem mener, at folk, der forlader islam, bør myrdes? http://t.co/HQCuP3Qdke",racism
7744,@yousufpoosuf @HillaryGuess @riwired @izrinhariri @AtharHKhan Det kaldes henrettelse eller konvertering på sværdspids.  Det var så lidt.,racism
7757,"Hvem er interesseret i det? @Rhace138 Igen, kald mig sexistisk, men mænd bør ikke få tatoveringer på lænden",sexism
7759,"RT @FO7935: 40 årig kvinde gifter sig efter hun ikke kan finde Mr. Right, tager på bryllupsrejse til Dubai lollol omg stop http://t.co/dfcIAN...",sexism
7761,"@Dabiq_Warrior @Totenleserin @P_Valerianus @CaliphFaggoti Bygninger er ikke lige så værdifulde som de mænd, du har mistet, selv om de var rotter.",racism
7762,"RT @The_Loki_Jotunn: @MT8_9 Alene tallene kræver, at der i det mindste skal være flere anmeldte voldtægter hver dag i eve...",sexism
7766,"Kat tilføjer ""vrangforestillinger"" til sin liste over personlighedsfejl. #mkr",sexism
7768,"RT @uberfeminist: #TwitterFeminisme kan ikke overbevise tre teenage kvinder til at tage computervidenskab, mens ISIS er såooo Christian Grey right...",sexism
7771,"RT @TheRealFattLaff: @YesYoureSexist Det var ikke det, jeg begyndte med, så...din dumme. Men ja jeg kan se hvad u mener det faktum at de alle stinker går w/o...",sexism
7775,"@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime Derfor gav han sig selv så mange koner, som han ville, for at tilfredsstille sin pik.",racism
7786,"RT @bam_bambamam3 Jeg hader fucking rige røv snobbede kvinder, der ikke kender deres plads foran mænd! #notsexist #justventing",sexism
7789,"Det er FLERTALET, der gør alt arbejdet. @itZ_sivZ Ikke sexistisk, men størstedelen af pigerne er ubrugelige i gruppeprojekter lol... MAJORITETEN",sexism
7793,RT @TRobinsonNewEra: I Australien er deres skattepenge med til at finansiere deres lands egen ødelæggelse af terrorister:: https://t.co/zwWlcAZtmZ sa...,racism
7799,"@shehzilk @watan71969 Læs statistikkerne mikrohjerne. Se på den procentdel af verdens muslimer, der ønsker at dræbe frafaldne.",racism
7803,"@joedalton2015 @scamp_faridxx Grunden til, at det er en nyhed, er, at det muslimske bidrag er så meget oftere destruktivt.",racism
7805,@boxofbudgies Ingen tvivl.  Og alligevel... ikke mindre sandt.,sexism
7807,"@hizam333 @CENTCOM Daesh-rotterne bliver ved med at annoncere sejre, samtidig med at de mister mænd og landområder.  Verden griner af dem.",racism
7808,"RT @thisonesakillaa: Du kunne finde på den værste idé nogensinde, og den ville stadig ikke være så dårlig som denne. http://t.co/hWPbTLjnS4",sexism
7813,"@lauracdean Jeg elsker, hvordan islamofascisterne rekrutterer 14 og 15-årige jihadister og derefter taler om mindreårige med henvisning til 17-årige.",racism
7815,"@kittoms Social Justice Warrior AKA de liberale/feminister, der er så ""tolerante"" at de ikke tolererer noget &amp; ønsker at påtvinge verden deres synspunkter",sexism
7825,@levantin47415 ROFL. I dine drømme Daeshbag.,racism
7826,"@Abu_Baraa1 @danger_tiny Det håber jeg, for på engelsk kommer det til at virke som en idiotisk hadskhedsmageri.",racism
7827,RT @SheaRettler Den kvindelige sportsansager for badgers giver mig lyst til at bruge min mute-knap #notsexist,sexism
7830,Kat er ikke et morgenmenneske. Eller et middagsmenneske. Eller en eftermiddagsmand. Eller et aftenmenneske. Vent. Er hun overhovedet en person??  #mkr #MKR2015,sexism
7837,"#MKR Lloyd kan lide tykt saftigt svinekød, stakkels Annie",sexism
7840,@boxedariel @LostSailorNY Hvis det er hendes valg alene...ja.  Er du modstander af enlige mødre?,sexism
7842,"@KeeganNYC @syedmuhammad555 Hvorfor ønsker 2/3 af alle muslimer Sharia, som kræver død for homoseksuelle og frafaldne? http://t.co/1jE0S98Wmh",racism
7843,@westernreviews @hanna_bard Nogle gange er man nødt til at gå til haditherne for at få klarhed over Koranen.,racism
7844,"@jimboslice_13 ""Never knew rape was a culture"" godt COLOR ME SHOCKED at finde dig til at være så uvidende som din 1. indtryk antyder",sexism
7848,"Hvorfor skal kat altid lave store øjne? Du skræmmer mig, heks #mkr",sexism
7856,"@Dabiq_Warrior @Totenleserin Med andre ord var I for dumme til at forstå, at jeres barbari fra det 7. århundrede ville give jer flere fjender.",racism
7858,"RT @feministhulk: HVIS Nogen beskriver personlige erfaringer med et pres, som dine egne privilegier beskytter dig mod, så tro på dem. STOP. ...",sexism
7865,"RT @NigglyPuffsJr: De forsøger at erstatte Jackson med en pige på 20-dollarsedlen. Jeg er ikke sexistisk, men kvinder bruger alligevel alle vores penge...",sexism
7871,@DavidHarvilicz @AFP Mere venstrefløjens afskum giver efter for islams vold.,racism
7872,@HillaryGuess @riwired @izrinhariri Hvem retfærdiggør kristendommens mikrohjerne. Jeg har ikke en religion. Hvorfor skjuler du islamisk barbari,racism
7875,RT @genaro_m17 Piger bør barbere sig uanset hvilken måned det er,sexism
7877,RT @JOwens12_7: Michael dæmper alle kvindelige sportsværter #notsexist,sexism
7878,"@nine11inreverse Der er en grund til, at der findes over 100 islamiske terrorgrupper, og at ingen anden religion har et sådant fænomen.",racism
7883,"I har alle sagt én ting mere... Rolig nu, dine patter #MKR",sexism
7885,"Ja, børnearbejde ER ulovligt. Medmindre du mener ""kvinder""? @plaster_cole Piger bør ikke have lov til at være kommentatorer til fodboldkampe",sexism
7889,"@dankmtl Her, butthead, dette giver en god oversigt over den muslimske forfølgelse af kristne i Palæstina. http://t.co/gvLellbFdP",racism
7893,@AAlwuhaib1977 De muslimske bander i Bangladesh angriber hinduer og ødelægger tusindvis af hjem og templer. http://t.co/INLiK2TlCP,racism
7896,"@halalcunty @biebervalue @liamxkiwi @greenlinerzjm @halalflaws Jeg ved godt, at du ikke kan gå på date med hvem som helst, du vil.",racism
7901,"@Dr_Jreid Men islam er stolt af deres slaveri, imperialisme og folkemord på minoriteter. De myrder kurdere i Iran nu.",racism
7907,"RT @hotheads_com_au: @Greg389 @Juliet77777777 @TRobinsonNewEra ISIS er distraktionen, mens muslimer invaderer Europa, mens Europa sover på ....",racism
7914,"'det blæste ikke mit sind. det blæste noget andet, hvis du forstår, hvad jeg mener' #mkr",sexism
7918,"Hav det sjovt på den forkerte side af historien @MCAcapello Alle kvindelige Ghostbusters. Nej, jeg er ikke sexistisk, men fuck det lort.",sexism
7925,"""@jaccidental: Krazy-eyes Kat har brug for et spark i ku...
#MKR #mkr2015"" Se denne her @JennaWilkins 😂",sexism
7932,@MaxBlumenthal @NYTOpinionator @Volker_Beck Blumenthal's tavshed om den muslimske Jihad mod menneskeheden og dens omkostninger.,racism
7934,"Du er tættest på det @travisnashh kald mig ikke sexist, for det er jeg langt fra, men for helvede, jeg hader feminine aktivister",sexism
7936,"@BristolBen Nej, jeg tror ikke, hun er fanatiker i sig selv, men blind for det, hun vælger ikke at tro på...",sexism
7942,RT @DoubleBirdExit Denne dame er en forfærdelig embedsmand. Men ikke fordi hun er en dame. Jeg er ikke sexistisk. Men fordi hun er en dum kælling.#Cavs,sexism
7947,Kat er sådan en fucking ko #MKR,sexism
7948,Kat the #CuntFaceBitch #mkr lever for at kæmpe videre. http://t.co/ngtgO2U85R,sexism
7949,Tja... The Hoes kan måske få det til at lykkes.... Undskyld ordspillet!!! #mkr,sexism
7953,"@Fitri_Ainnur @epicloser Hvorfor skulle verden bekymre sig, når islam erklærede krig mod hele menneskeheden for 1400 år siden.",racism
7955,@shelbylynne74 Skal standardværdien være lige?  50/50?,sexism
7959,"RT @AlexWithAnEx Jeg er ikke sexistisk, men jeg kan ikke udstå feminister",sexism
7967,@essel1 Jeg har ikke set jøder gå på drabsstien mod holocaust-benægtere. Vold er islams svar på alt http://t.co/VmKNWn1aW4,racism
7969,"#MKR - Jeg overvejer seriøst at lade være med at se med, bare fordi jeg skal se Kats ansigt. Gud. Jeg har lyst til at slå det med en spatel!",sexism
7970,RT @Oneiorosgrip: #rådtilungefeminister Sørg for at bruge dobbeltmoral for at undskylde din bigotteri. Ingen vil lægge mærke til det. http://t.co/9wvQH.....,sexism
7971,"RT @sir_lummox: @RichardMeal ""Well son, you've scored a shitload of goals for the youth team, but we can't make you professional, because y...",sexism
7972,@kmx1974 Forkert og forkert.,sexism
7973,@AbuYigitAlCahrz @LeonardoMaxwel1 Kunne det være fordi islam erklærede krig mod menneskeheden for 1400 år siden? http://t.co/xZjOzUQnZx,racism
7974,RT @NashtySteve: @YesYoureSexist det har intet at gøre med køn. Mere hvorfor lave en remake af en perfekt god film?,sexism
7975,RT @Jason_Eyerman Piger bør ikke tage stoffer #NotSexist #JustTheTruth,sexism
7976,"RT @HAULINBASS25: Jeg er ikke sexistisk, jeg siger bare at fyre er hårde hele måneden, kvinder er hårde 25 dage om måneden og klager så over at de er...",sexism
7977,"Det er ikke det eneste, hun har gjort meget af, gætter jeg på #mkr",sexism
7978,RT @Sparkesie: Jeg burde starte et drikkespil..  Hver gang pigerne komplimenterer sig selv skull. Jeg ville ikke være i god form tomz tho 😳 #....,sexism
7983,"RT @WolfSpirit2013: Obama's fredelige islam. Islam som ""ingen"" har lov til at udfordre, selv om det betyder at muslimer truer dit liv. ht...",racism
7995,@chsfword Feminister startede #FeministsAreUgly tag det op med dem...,sexism
8001,"Ja, det ville @GordonRamsay aldrig gøre! @jarvee23 Jeg er ikke sexistisk, men kvinder bedes holde op med at tweete om fodbold, vi tweeter ikke om madlavning.",sexism
8003,@_Jihadi_ @ansaralummah2 @lIlIlllIlllIlIllI LOL. Se dig lige med et håndklæde viklet om hovedet.  Temmelig freaky.,racism
8009,"RT @MrTimothyKaye: OMFG. Tart ikke tærte!?
GTFO
#mkr",sexism
8023,@SfordUponAvon lige muligheder #sexsells #MKR,sexism
